entry	end	size	name	prototype
0021de68	0021df57	240	gmEscortTick	undefined gmEscortTick()
0021df58	0021df8b	52	getLastStandInfo	undefined getLastStandInfo()
0021df90	0021e013	132	gmLastStandAllBasesDestroyed	undefined gmLastStandAllBasesDestroyed()
0021e018	0021e31f	776	gmLastStandTick	undefined gmLastStandTick()
0021e320	0021e36b	76	gameGetRankTeam	undefined gameGetRankTeam()
0021e370	0021e3bb	76	gameGetRankChr	undefined gameGetRankChr()
0021e3c0	0021e7a7	1000	gameLevelTick	undefined gameLevelTick()
0021e7a8	0021e8c7	288	gameDeferedReset	undefined gameDeferedReset()
0021e8c8	0021ea8f	456	gameRestart	undefined gameRestart()
0021ea90	0021ede3	852	gameReset	undefined gameReset()
0021ede8	0021eeb3	204	gameResetAfter	undefined gameResetAfter()
0021eeb8	0021f037	384	gameTick	undefined gameTick()
0021f038	0021f043	12	gameEnd	undefined gameEnd()
0021f048	0021f05b	20	challengeGetSetupNum	undefined challengeGetSetupNum()
0021f060	0021f07b	28	challengeGetSetup	undefined challengeGetSetup()
0021f080	0021f087	8	challengeGetScore	undefined challengeGetScore()
0021f088	0021f163	220	challengeIsBestScore	undefined challengeIsBestScore()
0021f168	0021f2ab	324	challengeFormatScore	undefined challengeFormatScore()
0021f2b0	0021f30f	96	challengeGetScoreCondition	undefined challengeGetScoreCondition()
0021f310	0021f317	8	challengeRestart	undefined challengeRestart()
0021f318	0021f37f	104	GetChallengeTimeLeft	undefined GetChallengeTimeLeft()
0021f380	0021f53b	444	challengeGetDisplayScore	undefined challengeGetDisplayScore()
0021f540	0021f77b	572	challengeGetDisplayFailed	undefined challengeGetDisplayFailed()
0021f780	0021f803	132	DisplayChallengeDebug	undefined DisplayChallengeDebug()
0021f808	0021f903	252	challengeMessagesTick	undefined challengeMessagesTick()
0021f908	0021fbeb	740	challengeTick	undefined challengeTick()
0021fbf0	0021fc83	148	playerprefsNew	undefined playerprefsNew()
0021fc88	0021ffaf	808	statsCombine	undefined statsCombine()
0021ffb0	0021ffb7	8	statsGet	undefined statsGet()
0021ffb8	0022000f	88	statsGetPlayer	undefined statsGetPlayer()
00220010	0022007b	108	statsDebug	undefined statsDebug()
00220080	002201d3	340	statsNew	undefined statsNew()
002201d8	00220207	48	settingsGet	undefined settingsGet()
00220208	0022020f	8	settingsNew	undefined settingsNew()
00220210	0022023f	48	signonFileGetFree	undefined signonFileGetFree()
00220240	0022026f	48	signonGetFree	undefined signonGetFree()
00220270	002202bb	76	signonMakeFileId	undefined signonMakeFileId()
002202c0	0022035b	156	signonNew	undefined signonNew()
00220360	002203c3	100	signonFileGetName	undefined signonFileGetName()
002203c8	00220443	124	signonGetName	undefined signonGetName()
00220448	002204f3	168	signonCheckSlot	undefined signonCheckSlot()
002204f8	00220707	528	signonAddFile	undefined signonAddFile()
00220708	00220737	48	signonFileCount	undefined signonFileCount()
00220738	0022078f	88	signonFileDelete	undefined signonFileDelete()
00220790	002207ab	28	signonFileSize	undefined signonFileSize()
002207b0	0022088b	220	signonDelete	undefined signonDelete()
00220890	002208c7	56	signonCount	undefined signonCount()
002208c8	0022092b	100	signonMemCount	undefined signonMemCount()
00220930	00220947	24	signonSet	undefined signonSet()
00220948	002209d7	144	signonMake	undefined signonMake()
002209d8	00220a2b	84	debugsignon	undefined debugsignon()
00220a30	00220a47	24	signonGet	undefined signonGet()
00220a48	00220ac3	124	StatsReset	undefined StatsReset()
00220ac8	00220b9b	212	StatsResetStruct	undefined StatsResetStruct()
00220ba0	00220ba7	8	StatsRestart	undefined StatsRestart()
00220ba8	00220bc3	28	StatsTick	undefined StatsTick()
00220bc8	002211a7	1504	StatsKillMade	undefined StatsKillMade()
002211a8	00221297	72	StatsBodyPartHit	undefined StatsBodyPartHit()
00221298	00221333	156	StatsGetMax	undefined StatsGetMax()
00221338	002213d3	156	StatsGetMin	undefined StatsGetMin()
002213d8	00221467	144	StatsGetAverage	undefined StatsGetAverage()
00221468	0022190f	1192	StatsCalc	undefined StatsCalc()
00221910	00223ddb	9372	StatsCalcMedals	undefined StatsCalcMedals()
00223de0	00223e5f	128	StatsSet	undefined StatsSet()
00223e60	00223ee7	136	StatsAdd	undefined StatsAdd()
00223ee8	00223f73	140	StatsGet	undefined StatsGet()
00223f78	0022401b	164	StatsGetGun	undefined StatsGetGun()
00224020	0022410f	240	StatsGetChar	undefined StatsGetChar()
00224110	002241a7	152	StatsSetGun	undefined StatsSetGun()
002241a8	0022424b	164	StatsAddGun	undefined StatsAddGun()
00224250	00224333	228	StatsSetChar	undefined StatsSetChar()
00224338	00224427	240	StatsAddChar	undefined StatsAddChar()
00224428	002244cb	164	StatsLifeReset	undefined StatsLifeReset()
002244d0	00224877	936	StatsAddToLife	undefined StatsAddToLife()
00224878	00224b1f	680	StatsGetOverallLifestats	undefined StatsGetOverallLifestats()
00224b20	00224b5f	64	StatsGetAward	undefined StatsGetAward()
00224b60	00224bab	76	StatsGetNumAwards	undefined StatsGetNumAwards()
00224bb0	00224bfb	76	chrPlayable	undefined chrPlayable()
00224c00	00224d57	344	chrAvail	undefined chrAvail()
00224d58	00224dcb	116	levelAvailSTORY	undefined levelAvailSTORY()
00224dd0	00224f1f	336	levelAvail	undefined levelAvail()
00224f20	0022500b	236	botsetAvail	undefined botsetAvail()
00225010	00225033	36	challengeModeAvail	undefined challengeModeAvail()
00225038	00225133	252	challengeAvail	undefined challengeAvail()
00225138	002251a7	112	unlockedset	undefined unlockedset()
002251a8	00225507	864	unlockedEx	undefined unlockedEx()
00225508	002255a7	160	cheatsUpdate	undefined cheatsUpdate()
002255a8	002255af	8	cheatsChrSelect	undefined cheatsChrSelect()
002255b0	0022560b	92	cheatsArcade	undefined cheatsArcade()
00225610	0022566b	92	cheatsStory	undefined cheatsStory()
00225670	0022567b	12	cheatsMake	undefined cheatsMake()
00225680	002256db	92	cheatsReset	undefined cheatsReset()
002256e0	00225717	56	demoMakeHeader	undefined demoMakeHeader()
00225718	0022573b	36	demoFileName	undefined demoFileName()
00225740	00225783	68	demoLoad	undefined demoLoad()
00225788	0022578f	8	demoGetHeader	undefined demoGetHeader()
00225790	002257d3	68	demoStart	undefined demoStart()
002257d8	002257e3	12	demoEnd	undefined demoEnd()
002257e8	002258b7	208	lvGetNumFromName	undefined lvGetNumFromName()
002258b8	0022594f	152	lvGetNameFromNum	undefined lvGetNameFromNum()
00225950	00225a6b	284	lvGetTuneNum	undefined lvGetTuneNum()
00225a70	00225b0b	156	lvGetSkyPropNum	undefined lvGetSkyPropNum()
00225b10	00225bab	156	lvGetGlowTexNum	undefined lvGetGlowTexNum()
00225bb0	00225c4f	160	lvGetBgCol	undefined lvGetBgCol()
00225c50	00225cd3	132	lvRestartBefore	undefined lvRestartBefore()
00225cd8	00225d97	192	lvResetBefore	undefined lvResetBefore()
00225d98	00225e97	256	lvPreload	undefined lvPreload()
00225e98	00225f63	204	lvRestartAfter	undefined lvRestartAfter()
00225f68	0022610b	420	lvResetAfter	undefined lvResetAfter()
00226110	002262c3	436	lvEnd	undefined lvEnd()
002262c8	0022639b	212	lvTickBefore	undefined lvTickBefore()
002263a0	002265a3	516	lvTickAfter	undefined lvTickAfter()
002265a8	002266f3	332	lvTickPlayer	undefined lvTickPlayer()
002266f8	00226bdb	1252	lvGfx	undefined lvGfx()
00226be0	00226be7	8	lvSoundsReset	undefined lvSoundsReset()
00226be8	00226deb	516	lvSoundsRestart	undefined lvSoundsRestart()
00226df0	00226df7	8	lvSoundsTick	undefined lvSoundsTick()
00226df8	00226e0f	24	lvGetDitherForXLU	undefined lvGetDitherForXLU()
00226e10	00226fcf	448	lvTileSetLevelPreload	undefined lvTileSetLevelPreload()
00226fd0	00227153	388	lvAllocTileSetSetup	undefined lvAllocTileSetSetup()
00227158	00227567	1040	lvCreateTileSetSetup	undefined lvCreateTileSetSetup()
00227568	00227643	220	lvGetLevelChrTypeNums	undefined lvGetLevelChrTypeNums()
00227648	0022778b	324	lvGetChrTypeNumFromSetup	undefined lvGetChrTypeNumFromSetup()
00227790	0022795f	464	lvGetGunComboNums	undefined lvGetGunComboNums()
00227960	002279b3	84	lvIsValidGunCombo	undefined lvIsValidGunCombo()
002279b8	00227aef	312	lvGetARCADESetup	undefined lvGetARCADESetup()
00227af0	00227b8b	156	lvGetSTORYSetup	undefined lvGetSTORYSetup()
00227b90	00227c1b	140	lvGetLevelSetup	undefined lvGetLevelSetup()
00227c20	00227eff	736	lvGetPropNum	undefined lvGetPropNum()
00227f00	002280af	432	lvGetRandomLastStandNPC	undefined lvGetRandomLastStandNPC()
002280b0	0022836b	700	lvGetRandomPad	undefined lvGetRandomPad()
00228370	0022838b	28	lvGetRandomPlayerSpawn	undefined lvGetRandomPlayerSpawn()
00228390	002283ab	28	lvGetRandomAiSpawn	undefined lvGetRandomAiSpawn()
002283b0	0022858b	476	lvGetRandomPadExtref	undefined lvGetRandomPadExtref()
00228590	00228be7	1624	lvGetPseudoRandomPadExtref	undefined lvGetPseudoRandomPadExtref()
00228be8	00228c0b	36	lvGetPadExtrefFromData	undefined lvGetPadExtrefFromData()
00228c10	00228cdb	204	lvLevelSetPadNumbers	undefined lvLevelSetPadNumbers()
00228ce0	00228d83	164	setupProp	undefined setupProp()
00228d88	00228e5b	212	lvCheckCreateFlags	undefined lvCheckCreateFlags()
00228e60	00228e6b	12	lvCheckCreateFlagsChallenge	undefined lvCheckCreateFlagsChallenge()
00228e70	002291e3	884	lvLevelSetupPreload	undefined lvLevelSetupPreload()
002291e8	002298b7	1744	lvLevelSetup	undefined lvLevelSetup()
002298b8	002298df	40	lvGetOverseerState	undefined lvGetOverseerState()
002298e0	00229923	68	lvGetOverseerBackSleepTime	undefined lvGetOverseerBackSleepTime()
00229928	0022a0af	1928	lvInitStoryState	undefined lvInitStoryState()
0022a0b0	0022a0bf	16	loadingReset	undefined loadingReset()
0022a0c0	0022a147	136	loadingPreload	undefined loadingPreload()
0022a148	0022a18f	72	loadingTick	undefined loadingTick()
0022a190	0022a38b	508	loadingGfx	undefined loadingGfx()
0022a390	0022a43f	176	frontfxPreload	undefined frontfxPreload()
0022a440	0022a5ab	364	frontfxReset	undefined frontfxReset()
0022a5b0	0022a60b	92	frontfxFinished	undefined frontfxFinished()
0022a610	0022ab8b	1404	frontfxTick	undefined frontfxTick()
0022ab90	0022ae3b	684	frontfxGfx	undefined frontfxGfx()
0022ae40	0022b33b	1276	frontfxLogoGfx	undefined frontfxLogoGfx()
0022b340	0022b5ef	688	frontfxRenderLayer	undefined frontfxRenderLayer()
0022b5f0	0022b5f7	8	frontfxPageIn	undefined frontfxPageIn()
0022b5f8	0022b5ff	8	frontfxPageOut	undefined frontfxPageOut()
0022b600	0022b6b3	180	frontfxBgTick	undefined frontfxBgTick()
0022b6b8	0022bd0b	1620	frontfxWaveyTexture	undefined frontfxWaveyTexture()
0022bd10	0022be53	324	frontfxBgGfx	undefined frontfxBgGfx()
0022be58	0022be93	60	frontfxGoodiesReset	undefined frontfxGoodiesReset()
0022be98	0022c063	460	frontfxGoodiesTick	undefined frontfxGoodiesTick()
0022c068	0022c1cb	356	frontfxGoodiesGfx	undefined frontfxGoodiesGfx()
0022c1d0	0022c303	308	gvGetStringValue	undefined gvGetStringValue()
0022c308	0022c377	112	gvSetValue	undefined gvSetValue()
0022c378	0022c3af	56	gvDispIndex	undefined gvDispIndex()
0022c3b0	0022c46b	188	frontGetPageSize	undefined frontGetPageSize()
0022c470	0022c4af	64	frontGetBox	undefined frontGetBox()
0022c4b0	0022c867	952	frontControlsTick	undefined frontControlsTick()
0022c868	0022c9e3	380	frontMouseTick	undefined frontMouseTick()
0022c9e8	0022ca6b	132	frontFocusTick	undefined frontFocusTick()
0022ca70	0022caa3	52	frontRestart	undefined frontRestart()
0022caa8	0022cb1b	116	frontReset	undefined frontReset()
0022cb20	0022cb3b	28	frontSet	undefined frontSet()
0022cb40	0022cb57	24	frontGet	undefined frontGet()
0022cb58	0022cd2f	472	frontTick	undefined frontTick()
0022cd30	0022ce73	324	frontGfx	undefined frontGfx()
0022ce78	0022ceab	52	frontEnd	undefined frontEnd()
0022ceb0	0022cebf	16	frontPageSet	undefined frontPageSet()
0022cec0	0022cf6b	172	makebox	undefined makebox()
0022cf70	0022d0df	368	std_drawmenuitemtext	undefined std_drawmenuitemtext()
0022d0e0	0022d22b	332	draw_slider	undefined draw_slider()
0022d230	0022d697	1128	draw_menuitem	undefined draw_menuitem()
0022d698	0022d7bf	296	std_menugetmargins	undefined std_menugetmargins()
0022d7c0	0022d987	456	std_menuitemmake	undefined std_menuitemmake()
0022d988	0022daf3	364	std_menulistmake	undefined std_menulistmake()
0022daf8	0022dcd7	480	std_menumake	undefined std_menumake()
0022dcd8	0022dd63	140	menuitem	undefined menuitem()
0022dd68	0022ddf7	144	menuitemGetSelect	undefined menuitemGetSelect()
0022ddf8	0022de67	108	menuitemSelect	undefined menuitemSelect()
0022de68	0022dec3	92	menuitemHighlight	undefined menuitemHighlight()
0022dec8	0022df3f	120	isinlist	undefined isinlist()
0022df40	0022e203	708	std_menutick	undefined std_menutick()
0022e208	0022e24f	72	guiFlashAlpha	undefined guiFlashAlpha()
0022e250	0022e34b	252	guiPreload	undefined guiPreload()
0022e350	0022e41f	208	guiRestart	undefined guiRestart()
0022e420	0022e427	8	guiReset	undefined guiReset()
0022e428	0022e4e3	188	guiDrawButton	undefined guiDrawButton()
0022e4e8	0022e517	48	guiGetImageWidth	undefined guiGetImageWidth()
0022e518	0022e547	48	guiGetImageHeight	undefined guiGetImageHeight()
0022e548	0022e60b	196	guiDrawImage	undefined guiDrawImage()
0022e610	0022e7af	416	hsv2col	undefined hsv2col()
0022e7b0	0022e82b	124	guiHGradient	undefined guiHGradient()
0022e830	0022e8ab	124	guiVGradient	undefined guiVGradient()
0022e8b0	0022e92b	124	guiTriGradient	undefined guiTriGradient()
0022e930	0022eadb	428	guiDrawFormattedText	undefined guiDrawFormattedText()
0022eae0	0022ebab	204	guiDrawBox	undefined guiDrawBox()
0022ebb0	0022ecdb	300	guiLoadingGfx	undefined guiLoadingGfx()
0022ece0	0022ecef	16	zoomboxPreload	undefined zoomboxPreload()
0022ecf0	0022ed17	40	zoomboxReset	undefined zoomboxReset()
0022ed18	0022ef0f	504	zoomboxDraw	undefined zoomboxDraw()
0022ef10	0022ef53	68	zoomboxInit	undefined zoomboxInit()
0022ef58	0022efcf	120	zoomboxSet	undefined zoomboxSet()
0022efd0	0022f09f	208	zoomboxTick	undefined zoomboxTick()
0022f0a0	0022f0eb	76	zoomboxGfx	undefined zoomboxGfx()
0022f0f0	0022f81b	1836	stringeditDraw	undefined stringeditDraw()
0022f820	0022fd93	1396	stringeditTick	undefined stringeditTick()
0022fd98	0022fed3	316	stringeditStart	undefined stringeditStart()
0022fed8	0022fef3	28	stringeditSet	undefined stringeditSet()
0022fef8	0022ff3b	68	frontredReset	undefined frontredReset()
0022ff40	0022ff47	8	frontredEnd	undefined frontredEnd()
0022ff48	0022ffd3	140	frontredTick	undefined frontredTick()
0022ffd8	002300a7	208	frontredGfx	undefined frontredGfx()
002300a8	002300b7	16	setStates	undefined setStates()
002300b8	0023013b	132	makemtreeTitle	undefined makemtreeTitle()
00230140	00230147	8	pageRoot	undefined pageRoot()
00230148	002301bf	120	pageOut	undefined pageOut()
002301c0	002301f7	56	pageIn	undefined pageIn()
002301f8	00230213	28	pageSetTitle	undefined pageSetTitle()
00230218	00230233	28	pageSet	undefined pageSet()
00230238	00230683	1100	menutick	undefined menutick()
00230688	00230a83	1020	pagebackgroundGfx	undefined pagebackgroundGfx()
00230a88	00230adb	84	splitMessageStart	undefined splitMessageStart()
00230ae0	00230afb	28	splitMessageClear	undefined splitMessageClear()
00230b00	00230baf	176	splitMessageDraw	undefined splitMessageDraw()
00230bb0	00230ca3	244	splitMessageTick	undefined splitMessageTick()
00230ca8	00231023	892	SetWindow	undefined SetWindow()
00231028	002310cf	168	splitpageDraw	undefined splitpageDraw()
002310d0	002311a3	212	splitpageTick	undefined splitpageTick()
002311a8	0023123f	152	splitpageInit	undefined splitpageInit()
00231240	00231287	72	displayoffsetx_onchange	undefined displayoffsetx_onchange()
00231288	0023128f	8	musicvolume_onchange	undefined musicvolume_onchange()
00231290	002312bb	44	cheatOption	undefined cheatOption()
002312c0	002312db	28	messageGetState	undefined messageGetState()
002312e0	00231383	164	message_pageDraw	undefined message_pageDraw()
00231388	002313ab	36	defaultmessagetick	undefined defaultmessagetick()
002313b0	00231457	168	message_pageTick	undefined message_pageTick()
00231458	002315ab	340	frontStartMessage	undefined frontStartMessage()
002315b0	00231633	132	GetPlayerDialogTitle	undefined GetPlayerDialogTitle()
00231638	002316c7	144	GetPlayerSignOnMessage	undefined GetPlayerSignOnMessage()
002316c8	002317ab	228	signonLoadRetry	undefined signonLoadRetry()
002317b0	002317d7	40	signonLoadStart	undefined signonLoadStart()
002317d8	0023189b	196	corruptLoadMessage	undefined corruptLoadMessage()
002318a0	00231d13	1140	signonLoadTick	undefined signonLoadTick()
00231d18	00231d4b	52	signonUpdateStart	undefined signonUpdateStart()
00231d50	002328bb	2924	signonUpdateTick	undefined signonUpdateTick()
002328c0	002328e3	36	signonDeleteStart	undefined signonDeleteStart()
002328e8	00232d47	1120	signonDeleteTick	undefined signonDeleteTick()
00232d48	00232d8b	68	frontmpgGetGunComboNum	undefined frontmpgGetGunComboNum()
00232d90	00232def	96	weaponsetAvail	undefined weaponsetAvail()
00232df0	00232e63	116	weaponSetDec	undefined weaponSetDec()
00232e68	00232ed3	108	weaponSetInc	undefined weaponSetInc()
00232ed8	002333e3	1292	weapons_pageDraw	undefined weapons_pageDraw()
002333e8	002333ef	8	checkNoGuns	undefined checkNoGuns()
002333f0	0023380b	1052	weapons_pageTick	undefined weapons_pageTick()
00233810	00234473	3172	chrsets_pageDraw	undefined chrsets_pageDraw()
00234478	0023450b	148	botsetInit	undefined botsetInit()
00234510	00234587	120	chrsetDec	undefined chrsetDec()
00234588	002345f7	112	chrsetInc	undefined chrsetInc()
002345f8	0023520b	3092	chrsets_pageTick	undefined chrsets_pageTick()
00235210	002353ab	412	checkUnavailableThings	undefined checkUnavailableThings()
002353b0	002353e7	56	numAllowedTeams	undefined numAllowedTeams()
002353e8	0023558f	424	checkAllowedTeams	undefined checkAllowedTeams()
00235590	00235603	116	countBots	undefined countBots()
00235608	0023570b	260	selectableTeam	undefined selectableTeam()
00235710	00235787	120	onlyoneselectableteam	undefined onlyoneselectableteam()
00235788	00235993	524	checkOkToGo	undefined checkOkToGo()
00235998	00235aff	360	drawTeamPlayers	undefined drawTeamPlayers()
00235b00	00235cc3	452	drawTeamBots	undefined drawTeamBots()
00235cc8	00235ddb	276	drawBotSet	undefined drawBotSet()
00235de0	002361bb	988	drawLittleGuys	undefined drawLittleGuys()
002361c0	00236263	164	drawWarning	undefined drawWarning()
00236268	002364c7	608	audiovideo_pageDraw	undefined audiovideo_pageDraw()
002364c8	002365b7	240	audiovideo_pageTick	undefined audiovideo_pageTick()
002365b8	002366ab	244	tlhAdjustChrPosition	undefined tlhAdjustChrPosition()
002366b0	00236983	724	selectChar	undefined selectChar()
00236988	0023699b	20	rotateChar	undefined rotateChar()
002369a0	00236e5b	1212	drawChar	undefined drawChar()
00236e60	00236f3f	224	drawSelectCharArrows	undefined drawSelectCharArrows()
00236f40	0023702f	240	drawCharName	undefined drawCharName()
00237030	0023750f	1248	chrplayer_pageDraw	undefined chrplayer_pageDraw()
00237510	002375ff	240	resetchrprops	undefined resetchrprops()
00237600	00237e63	2144	chrplayer_pageTick	undefined chrplayer_pageTick()
00237e68	00237e97	48	characterselect_pageDraw	undefined characterselect_pageDraw()
00237e98	00237ee3	76	characterselect_pageDrawAfter	undefined characterselect_pageDrawAfter()
00237ee8	00238027	320	characterselect_pageTick	undefined characterselect_pageTick()
00238028	002380f3	204	fxCreateStage	undefined fxCreateStage()
002380f8	00238263	364	fxSelectCharReset	undefined fxSelectCharReset()
00238268	00238387	288	fxSelectCharLeft	undefined fxSelectCharLeft()
00238388	0023848f	264	fxSelectCharRight	undefined fxSelectCharRight()
00238490	002384d7	72	actingsoundStop	undefined actingsoundStop()
002384d8	002385ab	212	fxSelectCharInit	undefined fxSelectCharInit()
002385b0	00238c5f	1712	fxSelectCharTick	undefined fxSelectCharTick()
00238c60	00238dff	416	fxSelectCharGfx	undefined fxSelectCharGfx()
00238e00	00238e33	52	fxSelectCharFlashInit	undefined fxSelectCharFlashInit()
00238e38	00238f3b	260	gameoptionsMake	undefined gameoptionsMake()
00238f40	00238fe7	168	getGameModeOptions	undefined getGameModeOptions()
00238fe8	0023905b	116	storeGameModeOptions	undefined storeGameModeOptions()
00239060	00239083	36	arcadeoptions_pageDraw	undefined arcadeoptions_pageDraw()
00239088	00239713	1676	arcadeoptions_pageTick	undefined arcadeoptions_pageTick()
00239718	002397ab	148	cheatOnChange	undefined cheatOnChange()
002397b0	002398bb	268	cheats_pageDraw	undefined cheats_pageDraw()
002398c0	00239be3	804	cheats_pageTick	undefined cheats_pageTick()
00239be8	00239ed3	748	arcade_mmload_pageDraw	undefined arcade_mmload_pageDraw()
00239ed8	0023ab23	3144	arcade_mmload_pageTick	undefined arcade_mmload_pageTick()
0023ab28	0023ab6b	68	tileset_onchange	undefined tileset_onchange()
0023ab70	0023add3	612	arcade_pageDraw	undefined arcade_pageDraw()
0023add8	0023b54b	1908	arcade_pageTick	undefined arcade_pageTick()
0023b550	0023b62b	220	storychrsel_pageDraw	undefined storychrsel_pageDraw()
0023b630	0023ba07	984	storychrsel_pageTick	undefined storychrsel_pageTick()
0023ba08	0023ba37	48	storychr_pageDraw	undefined storychr_pageDraw()
0023ba38	0023bb8f	344	storychr_pageTick	undefined storychr_pageTick()
0023bb90	0023be03	628	story_pageDraw	undefined story_pageDraw()
0023be08	0023bee7	224	storyDifficultyAvail	undefined storyDifficultyAvail()
0023bee8	0023c307	1056	story_pageTick	undefined story_pageTick()
0023c308	0023c3cb	196	challengechr_pageDraw	undefined challengechr_pageDraw()
0023c3d0	0023c5cb	508	challengechr_pageTick	undefined challengechr_pageTick()
0023c5d0	0023c803	564	challenge_pageDraw	undefined challenge_pageDraw()
0023c808	0023c9c3	444	challenge_pageTick	undefined challenge_pageTick()
0023c9c8	0023cc37	624	statistics_pageDraw	undefined statistics_pageDraw()
0023cc38	0023db1b	3812	statistics_pageDrawInfo	undefined statistics_pageDrawInfo()
0023db20	0023dd63	580	statistics_pageTick	undefined statistics_pageTick()
0023dd68	0023dd6f	8	gametype_pageDraw	undefined gametype_pageDraw()
0023dd70	0023e087	792	gametype_pageTick	undefined gametype_pageTick()
0023e088	0023e4af	1064	makesignonmenu	undefined makesignonmenu()
0023e4b0	0023e99b	1260	signonplr_pageDraw	undefined signonplr_pageDraw()
0023e9a0	0023f13f	1952	signonplr_pageTick	undefined signonplr_pageTick()
0023f140	0023f18b	76	signon_pageDrawBefore	undefined signon_pageDrawBefore()
0023f190	0023f287	248	soZoomStart	undefined soZoomStart()
0023f288	0023f37b	244	soZoomGfx	undefined soZoomGfx()
0023f380	0023f437	184	signon_pageDrawAfter	undefined signon_pageDrawAfter()
0023f438	0023fd67	2348	signon_pageTick	undefined signon_pageTick()
0023fd68	0023fd6f	8	nplayers_pageGfx	undefined nplayers_pageGfx()
0023fd70	0023ff4b	476	nplayers_pageTick	undefined nplayers_pageTick()
0023ff50	0023ffff	176	setlastgamemodepage	undefined setlastgamemodepage()
00240000	002400b3	180	setStatsUpdatePage	undefined setStatsUpdatePage()
002400b8	002400ff	72	statsupdate_pageDraw	undefined statsupdate_pageDraw()
00240100	002402d3	468	statsupdate_pageTick	undefined statsupdate_pageTick()
002402d8	0024031b	68	goodiesGetMisc	undefined goodiesGetMisc()
00240320	0024037b	92	goodiesGetLevels	undefined goodiesGetLevels()
00240380	00240417	152	goodiesGetAvailableChrs	undefined goodiesGetAvailableChrs()
00240418	002404af	152	goodiesGetPlayableChrs	undefined goodiesGetPlayableChrs()
002404b0	0024050b	92	goodiesGetBotSets	undefined goodiesGetBotSets()
00240510	00240557	72	frontmpgStoreGoodies	undefined frontmpgStoreGoodies()
00240558	0024062f	216	frontmpgNewGoodies	undefined frontmpgNewGoodies()
00240630	00240863	564	getNextGoodieString	undefined getNextGoodieString()
00240868	002408ab	68	goodieMessage	undefined goodieMessage()
002408b0	00240c2b	892	goodieMessageGfx	undefined goodieMessageGfx()
00240c30	00240d13	228	goodies_pageGfx	undefined goodies_pageGfx()
00240d18	00240e4b	308	goodies_pageTick	undefined goodies_pageTick()
00240e50	00240e9f	80	frontmpgSetGoodiesPage	undefined frontmpgSetGoodiesPage()
00240ea0	00240f37	152	demoplaybackTick	undefined demoplaybackTick()
00240f38	0024109f	360	frontmpgMake	undefined frontmpgMake()
002410a0	0024115b	188	frontmpgPreload	undefined frontmpgPreload()
00241160	00241537	984	frontmpgReset	undefined frontmpgReset()
00241538	0024153f	8	frontmpgEnd	undefined frontmpgEnd()
00241540	00241557	24	frontmpgSetFlags	undefined frontmpgSetFlags()
00241558	0024157f	40	settingsToMenus	undefined settingsToMenus()
00241580	002415a7	40	menusToSettings	undefined menusToSettings()
002415a8	00241c67	1728	frontmpgStartGame	undefined frontmpgStartGame()
00241c68	00241d0b	164	animStopImmediately	undefined animStopImmediately()
00241d10	00243323	5652	animTick	undefined animTick()
00243328	00243427	256	mcseqSlotMakeName	undefined mcseqSlotMakeName()
00243428	00243457	48	mcseqSlotGetLongName	undefined mcseqSlotGetLongName()
00243458	002434a3	76	mcseqSlotGetShortName	undefined mcseqSlotGetShortName()
002434a8	00243f23	2680	mcseqTick	undefined mcseqTick()
00243f28	00243f9f	120	mcseqWindowSet	undefined mcseqWindowSet()
00243fa0	00244183	484	mcseq_pageDraw	undefined mcseq_pageDraw()
00244188	00244a33	2220	mcseq_pageTick	undefined mcseq_pageTick()
00244a38	00244a5b	36	mcseqWindowOpen	undefined mcseqWindowOpen()
00244a60	00244a7f	32	mcseqWindowClose	undefined mcseqWindowClose()
00244a80	00244a87	8	mcseqGetRequiredSpace	undefined mcseqGetRequiredSpace()
00244a88	00244a8f	8	mcseqGetResult	undefined mcseqGetResult()
00244a90	00244b23	148	mcseqGetState	undefined mcseqGetState()
00244b28	00244c07	224	mcseqLoad	undefined mcseqLoad()
00244c08	00244ceb	228	mcseqSave	undefined mcseqSave()
00244cf0	00244cf7	8	mcseqController	undefined mcseqController()
00244cf8	00244d17	32	mcseqAddOption	undefined mcseqAddOption()
00244d18	00244d47	48	mcseqPollLoop	undefined mcseqPollLoop()
00244d48	00244d4f	8	mcseqPollCount	undefined mcseqPollCount()
00244d50	00244d9f	80	mcseqUnvalidateCards	undefined mcseqUnvalidateCards()
00244da0	00244da7	8	mcseqGetCurCard	undefined mcseqGetCurCard()
00244da8	00244ddb	52	mcseqSetCurCard	undefined mcseqSetCurCard()
00244de0	00244e17	56	mcseqGetNumCards	undefined mcseqGetNumCards()
00244e18	00244e3f	40	mcseqMake	undefined mcseqMake()
00244e40	00244ee3	164	mcseqMessage	undefined mcseqMessage()
00244ee8	00245237	848	mcseqGetMsg	undefined mcseqGetMsg()
00245238	002452e7	176	mmCheckObject	undefined mmCheckObject()
002452e8	002454d3	492	mmCellBits	undefined mmCellBits()
002454d8	0024564f	376	mmObjectUnderCursor	undefined mmObjectUnderCursor()
00245650	002458a7	600	mmCheckPlacement	undefined mmCheckPlacement()
002458a8	00245b67	704	mmFindLassoed	undefined mmFindLassoed()
00245b68	00245ba3	60	mmClearLassoed	undefined mmClearLassoed()
00245ba8	00245c7f	216	mmCenterFlyingObj	undefined mmCenterFlyingObj()
00245c80	00245ccf	80	mmDeleteAllMarked	undefined mmDeleteAllMarked()
